"Entity","Domain","Column_Count","Relationship_Count","Parent_Entity","Subtype_Count","Description"
"BOND_REDEMPTION","Investment Management","3","0","INVESTMENT_CORPORATE_ACTION","0","The return of an investor's principal in a fixed income security, such as a preferred stock or bond, or the sale of units in a mutual fund. Redemption occurs in a fixed income security at par or at a premium price upon maturity or cancelation by the issuer. With mutual funds, the time of the redempt"
"BOND_SUBTYPE","Investment Management","2","1","","0","A code for the classification of the bond such as fixed rate bond, floating rate bond (FRN), high yield bond, zero coupon bond, inflation linked bond, indexed bond, equity linked note, subordinated bond, perpetual bond, bearer bond, registered bond, municipal bond, book-entry bond, lottery bond, and"
"BOND_TO_EQUITY_CONVERSION","Investment Management","3","1","INVESTMENT_CORPORATE_ACTION","0","Event involving conversion of a convertible bond from bond to equity."
"BONUS","Other","0","0","VARIABLE_EARNING","0","This entity contains information about an ASSOCIATE's bonus, a form of variable earning usually tied to achievement of a goal and paid as a lump sum."
"BOOKMARK","Other","3","1","VISITOR_INTERACTION_EVENT","0","This entity captures information usually generated by book marking services. They allow users to store, categorize, and tag bookmarks. They also allow the searching of bookmarks. The services then use the aggregate collection of bookmarks to recommend new sites to users. For example, the service cou"
"BRANCH_SITE","Channel Management","0","0","SITE","0","This entity is a subtype of site, which is a physical branch."
"BREADCRUMB_TYPE","Other","2","1","","0","This code captures information regarding the types of breadcrumbs used as navigation aids in user interfaces.  Examples: - Path breadcrumbs are dynamic and show the path that the user has taken to arrive at a page - Location breadcrumbs are static and show where the page is located in the built-in h"
"BREAK_TYPE","Other","2","1","","0","This entity captures information regarding the type of break utilized in this placement."
"BROADCAST_STATION_TYPE","Other","2","1","","0","This code captures the broadcast station type.  Note: If needed this can be defined as a hierarchy instead by adding a recursive relationship. This will allow subtypes within larger supertypes.  Examples: - Pop - Top-40 - Jazz - Hard rock - Country - News - Sports"
"BROKER_BUSINESS_TYPE","Party Management","0","0","ORGANIZATION_BUSINESS_TYPE","0","A classification of an organization as a broker. Brokers are the primary agent within capital markets. They execute transactions on behalf of both individual and institutional clients; however, they do not take a principal position in transactions."
"BROWSER_APPLICATION_TYPE","Web Analytics","2","1","","0","This entity represents the web browser application being used.  Examples: - Internet Explorer - Firefox - Safari - AOL - Playstation - iPhone - Xbox"
"BROWSER_GEOGRAPHIC_ADDRESS_INFORMATION","Web Analytics","17","4","BROWSER_IDENTIFICATION","0","This entity captures information regarding geographic address information associated with the visitor's browser."
"BROWSER_IDENTIFICATION","Party Management","8","6","","1","This entity defines a specific instance of a unique web browsing application on a specific computer. This identifier is placed in the actual browser used by the visitor (typically) in the form of a ""cookie."" This technique allows the enterprise to track and identify the browsing specifics of this 't"
"BROWSER_PLUG-IN","Web Analytics","2","1","","0","This is a lookup table for browser plug-ins.  Examples: - Adobe Acrobat - Windows Media Player Plug-in - ZingWeb Plug-in for Netscape - Cosmo Player 2.1 - RealPlayer G2 LiveConnect 32-bit - Shockwave Flash"
"BROWSER_PLUG-IN_XREF","Web Analytics","2","2","","0","This entity provides a cross-reference of a visitors browser to its plug-ins."
"BROWSER_VERSION","Web Analytics","2","2","","0","This is the version of web browser application a being used.  Examples: - Internet Explorer 7.0 - Safari 3.1 - Firefox 2.0"
"BUSINESS","Party Management","7","12","ORGANIZATION","9","A formal organization that is a legal entity (e.g., has a tax status with the government) consisting of one or more individuals formed for the purpose of conducting business or providing a service."
"BUSINESS_CASE","Party Management","4","2","","0","This entity captures information regarding the prospect's need or issue that is driving the opportunity.  Examples: - Finance company operations - Finance new equipment - Finance research and development - Finance education - Personal loan - Finance buying new home - Finance investment property - Ea"
"BUSINESS_CASE_TYPE","Party Management","2","1","","0","This entity captures information regarding various types of business reasons driving the opportunity.  Examples: - Finance company operations - Finance new equipment - Finance research and development - Finance education - Personal loan - Finance buying new home - Finance investment property - Earn "
"BUSINESS_CATEGORY","Party Management","2","1","","0","A code used as a category discriminator to classify the business.  Examples are, financial institution, government sponsored entity, exchange, private foundation, private investment fund manager, sovereign wealth fund manager, insurance agency, or pension plan organization."
"BUSINESS_DAY_CONVENTION_TYPE","Party Management","2","2","","0","This is a code for the convention that is followed when adjusting dates to fall on a business day as recognized by financial institutions.  Business day convention is the convention of adjusting dates specified or determined in respect of a transaction, for example, a payment date. The adjustment is"
"BUSINESS_IDENTIFIER_CODE_ADDRESS","Party Management","4","2","ADDRESS","0","This is the BIC (Business Identifier Code) number for a financial institution organization, which is ISO 9362 standard. Also known as SWIFT code.  Where an eight-digit code is given, you may assume that it refers to the primary office.  The Society for Worldwide Interbank Financial Telecommunication"
"BUSINESS_INTEREST_SUMMARY","Party Management","10","2","","0","This entity tracks the enterprise's interests in businesses, including the treatment of subsidiary capital surplus/deficiency, and any risk weighted investment amounts. It is intended to support Basel market disclosure requirements, Pillar 3, specifically Table 1 and also supports the participation "
"BUSINESS_LINE_LOSS_SCORE","Party Management","6","2","","0","This entity contains the probability of loss event (PE) and the Loss Given Event (LGE) for a given business line/loss type combination. A predictive model is run to determine the probability of that loss event for that business unit. Both PE and LGE are part of the equation when calculating operatio"
"BUSINESS_LINE_LOSS_TYPE_MEASURE","Party Management","3","5","","0","This entity identifies the various types of operational losses that can occur for a given internal business unit and the various way to measure that loss. This is used when calculating Operational Risk for the Internal Measurement Approach for Basel II. See Annex 4 of Operational Risk Consultative d"
"BUSINESS_LINE_RISK_MEASURE","Party Management","2","3","","0","This entity contains the operational risk measurement drivers for this business unit. For example, a driver could be revenue, cost, or headcount."
"BUSINESS_OWNERSHIP","Party Management","0","0","PARTY_RELATED","0","This is a specific structure of party to party relationship that is a business ownership relationship. It is a subentity to PARTY RELATED. The ownership percent and any other kind of metric associated with the relationship can be found in PARTY RELATED METRIC."
"BUSINESS_TYPE_RISK_FACTOR","Party Management","4","2","","0","This entity contains the risk factors associated with a given type of business such as airlines, aerospace, pharmaceuticals, and consumer manufacturing. These risk factors may affect the price of its stock.  An example of a risk factor is if this industry is subject to cyclical ups and downs in pric"
"BUSINESS_UNIT_OPERATIONAL_RISK_ADVANCED","Party Management","8","2","","0","This entity contains a history of the amount of operational risk exposure for this business unit for this type of loss over time. This is used for the Basel II Operational Risk Advanced Measurement Approach."
"BUSINESS_UNIT_OPERATIONAL_RISK_STANDARDIZED","Party Management","6","2","","0","This entity contains a derived history of the amount of operational risk exposure for this business unit over time. This is used for the Basel II Operational Risk Standardized Approach. It is derived by multiplying the ""beta factor"" times a measure (e.g., annual average assets) for that business uni"
"BUY_SELL_TYPE","Other","2","1","","0","This is a code to indicate whether this is a buy agreement or a sell agreement."
"CALENDAR_SPREAD_OPTION","Campaign/Marketing","0","0","OPTION_PRODUCT","0","A calendar spread option is similar to an ordinary spread option except the price differential is between two forward or futures contracts with different maturities on the same underlying asset."
"CALENDAR_TYPE","Reference Data","2","2","","2","This defines the type of calendar such as fiscal year.  This table allows for the identification of multiple different versions of a fiscal calendar such as where one starts in January and another starts in July. It will prove useful to those companies where multiple versions of fiscal calendars are"
"CALL_CENTER_CHANNEL_TYPE","Channel Management","0","0","CHANNEL_TYPE","0","This is a type of channel that is a call center."
"CALL_CENTER_CONTACT_EVENT","Party Management","4","3","DIRECT_CONTACT_EVENT","5","A contact event that uses a call center."
"CALL_CENTER_CONTACT_TYPE","Party Management","2","1","","0","A classification of the call center event such as inbound call, outbound call, inbound email, web self-help, and interactive chat."
"CALL_CENTER_TERMINAL_CHANNEL_INSTANCE","Channel Management","3","2","CHANNEL_INSTANCE","0","This entity represents a specific call center terminal that is used as a channel."
"CALL_CENTER_TYPE","Channel Management","2","1","","0","This minor entity classifies the types of call center such as inbound, outbound, or inbound and outbound."
"CAMPAIGN","Campaign/Marketing","19","28","","3","A campaign is a concentrated effort to retain, acquire, or consolidate customers or to build an image. It has a specific start and end date and typically consist of multiple promotions. The goal of a campaign is usually to enhance the image of the enterprise, and/or drive more business and/or obtain"
"CAMPAIGN_AGREEMENT","Agreement/Account","5","3","","0","This associative entity allows for a campaign to be related to an account and for an account to be related to campaign. Such as the campaign is targeted to this account or the campaign is the cause of creation of this account."
"CAMPAIGN_AGREEMENT_ROLE_TYPE","Agreement/Account","2","1","","0","This minor entity describes the role that the campaign has with the account. Examples are 'targets to' or 'caused creation of.'"
"CAMPAIGN_AUDIENCE_REACH_TYPE","Campaign/Marketing","2","1","","0","This entity captures information regarding the type of audience the campaign will be targeted toward.  Examples: - Local - Regional - National - International"
"CAMPAIGN_CELL","Campaign/Marketing","12","20","","0","A group created in order to measure the effectiveness of the various elements employed in a campaign such as contact list, campaign message, media type, offering, and promotion.  A cell is a specialized treatment strategy for a grouping of parties for campaign promotion purposes. Parties in this cel"
"CAMPAIGN_CELL_AD","Campaign/Marketing","3","2","","0","The advertisements used by a campaign cell."
"CAMPAIGN_CELL_CLASSIFICATION","Campaign/Marketing","2","1","","0","The business strategies used in the creation of a campaign cell."
"CAMPAIGN_CELL_COST","Campaign/Marketing","6","2","","0","A summary of costs for a specific time period, by the type of cost.  Cost associated with marketing to a specific CAMPAIGN CELL."
"CAMPAIGN_CELL_MANAGEMENT","Campaign/Marketing","6","3","","0","A history of the roles (as specified by campaign party role) that a party plays in the management and running of a campaign cell."
"CAMPAIGN_CELL_PARTY","Party Management","4","2","","0","This entity identifies the parties in a campaign cell including those targeted."
"CAMPAIGN_CELL_RESPONSE","Campaign/Marketing","5","3","","0","All campaign responses related to an event for a given campaign cell."
"CAMPAIGN_CELL_WEB_SITE_SECTION","Campaign/Marketing","4","3","","0","This entity contains the web site sections used by a campaign cell."
"CAMPAIGN_CHANNEL_TYPE_MULTIMEDIA_OBJECT","Channel Management","3","2","","0","This associative entity identifies those multimedia objects that are used for this campaign for this channel type. For example, if the channel type is ATM, then this multimedia object (which may be a text message) is sent to all ATM's identified in CAMPAIGN CHANNEL TYPE XREF. This entity relates an "
"CAMPAIGN_CHANNEL_TYPE_XREF","Channel Management","2","3","","0","This associative entity identifies the types of channels that are planned for the campaign at any level. For example, a high-level campaign may use several channel types. The lowest level in the campaign (campaign event) uses one channel type."
"CAMPAIGN_CLASSIFICATION","Campaign/Marketing","2","1","","0","This is an additional way to classify the campaign such as campaigns to college students or campaigns to senior citizens."
"CAMPAIGN_COLLATERAL","Agreement/Account","3","2","","0","This entity identifies the communication collateral associated with a campaign."
"CAMPAIGN_CONDITION","Campaign/Marketing","3","2","","0","This associative entity identifies the key conditions that are highlighted about this product during this campaign."
"CAMPAIGN_COST","Campaign/Marketing","5","2","","0","A summary of costs for a specific time period, by the type of cost.  Cost associated with a specific marketing campaign."
"CAMPAIGN_COST_CATEGORY","Campaign/Marketing","2","1","","0","This entity describes a high-level of grouping of campaign costs.  Examples: - Utilities - Operations - Staffing - Supplies - Advertising - Third-party - Material - Capital Acquisition"
"CAMPAIGN_COST_TYPE","Campaign/Marketing","3","3","","0","This entity describes the types of costs that can be incurred for a campaign.  Examples - Mailing - Staffing - Print costs - Marketing consulting - Research - Material - Distribution"
"CAMPAIGN_INTEREST_TYPE","Campaign/Marketing","2","1","","0","This entity captures information regarding this campaign's placement areas of interest.  Examples: - Magazine - Newspaper - Cable TV - Radio - Outdoor - Conference - Event - Email marketing - Web - Research - General"
"CAMPAIGN_LEVEL_TYPE","Campaign/Marketing","2","1","","0","This minor entity describes the level in the campaign hierarchy. The campaign structure can be any number of levels depending on the requirements of the financial institution. This entity relates a level number to a description, such as the highest level may be strategy and the lowest level may be e"
"CAMPAIGN_LOCATOR","Party Management","5","3","","0","This entity associates a campaign with locators (geographical areas). Any level in the campaign can be associated with any locator (geographical area). This is useful when only certain geographical areas are targeted for campaigns."
"CAMPAIGN_LOCATOR_RELATIONSHIP_TYPE","Party Management","2","1","","0","This minor entity converts campaign-address relationship type codes into a description. An example of this relationship type is the area that a campaign will be targeted."
"CAMPAIGN_LOYALTY_PROGRAM","Campaign/Marketing","2","2","","0","This entity identifies the loyalty program(s) that may be promoted as part of this campaign."
"CAMPAIGN_MANAGEMENT","Campaign/Marketing","1","0","CAMPAIGN_PARTY","0","This entity contains a history of the roles (as specified by the attribute Campaign Party Role Cd) that a party plays in the management and running of a campaign."
"CAMPAIGN_MEDIA_MIX_TYPE","Campaign/Marketing","2","1","","0","This entity captures information regarding the media mix utilized by a campaign.  Examples: - Print - Digital - Broadcast - Mixed"
"CAMPAIGN_OBJECTIVE_AD_COLOR_TYPE","Campaign/Marketing","2","1","","0","This entity captures information regarding the color of the ad utilized for this campaign.  Examples: - 4c - B/w - B/w+1color - 2c - 5c - 4c bleed"
"CAMPAIGN_OBJECTIVE_AD_DIMENSION_TYPE","Campaign/Marketing","2","1","","0","This entity captures information regarding campaign objective desired ad dimension.  Examples: - Square - Vertical - Horizontal - Digest - Second cover - Third cover - Fourth cover"
"CAMPAIGN_OBJECTIVE_CATEGORY","Campaign/Marketing","2","1","","0","This entity captures information regarding the campaign objective category placement for the ad.  Examples: - Apparel - Baby - Beauty - Business - Family activity - Fashion/trends/celebrity - Food - Health - Home - Lifestyle - Technology - No position"
"CAMPAIGN_OBJECTIVE_DISPLAY_TYPE","Campaign/Marketing","2","1","","0","This entity captures information regarding campaign objective display types.  Examples: - Run of book - ROB direct response - BOB direct response - Insert supplied - Insert provided - Word classified"
"CAMPAIGN_OBJECTIVE_POSITION_TYPE","Channel Management","2","1","","0","This entity captures information regarding the positioning type used for the campaign.  Examples: - Guaranteed - Requested"
"CAMPAIGN_OBJECTIVE_RESEARCH_SOURCE_TYPE","Campaign/Marketing","2","1","","0","This entity captures information regarding the research source for this campaign objective.  Examples: - MRI - MRR"
"CAMPAIGN_OBJECTIVE_UNIT_SIZE_TYPE","Campaign/Marketing","2","1","","0","This entity captures information regarding a campaign objective unit size.  Examples: - PG 4c - SP 4c - PG bw - SP bw - 2 consecutive pg 4c - 1/3 pg 4c - 1/3 pg bw - 1/2 vertical 4c - 1/2 horizontal 4c - 1/2 vertical bw - 1/2 horizontal bw - 2/3 pg 4c - 2/3 pg bw - 2/3 page bookends - Gatefold 4pg -"
"CAMPAIGN_OBJECTIVE_UNIT_TYPE","Campaign/Marketing","2","1","","0","This entity captures information regarding the desired unit type for this campaign objective.  Examples: - Display ad - Advertorial - Insert - BRC - We provide insert - Spread - Outsert - Booklet (catalog/brochure) - Gatefold"
"CAMPAIGN_PARTY","Party Management","5","3","","1","This associative entity identifies the role that a party has with a campaign. The party can be a target of a campaign or in the role of management and running of a campaign.  In some companies the word ""account"" may be used in place of party to represent the target party. In this data model we subst"
"CAMPAIGN_PARTY_ROLE","Party Management","2","3","","0","The responsibilities that a party may have with a campaign.  Examples: - Is targeted for - Is managing - Is running - is the controlling account for"
"CAMPAIGN_PRODUCT","Product Management","3","4","","0","This associative entity relates a campaign to products that are marketed in the campaign. A campaign can market to more than one product, and a product can be marketed by many campaigns. Products may also have different roles with the campaign such as the product being offered and the product requir"
"CAMPAIGN_PRODUCT_ROLE","Product Management","2","1","","0","Products may have different roles with the campaign such as the product being offered and the product required (e.g., in order to qualify for the higher time deposit interest rate, you must have a checking/current account)."
"CAMPAIGN_RELATED","Campaign/Marketing","5","2","","0","This entity defines the relationships between campaigns."
"CAMPAIGN_RELATED_ROLE","Campaign/Marketing","2","1","","0","This entity defines the relationships between campaigns."
"CAMPAIGN_RELATED_STATUS","Campaign/Marketing","7","3","","0","This entity tracks the history of status changes for a campaign relationship."
"CAMPAIGN_RELATED_STATUS_REASON","Campaign/Marketing","2","1","","0","This entity captures information regarding the reason why a particular campaign status type may be assigned to a campaign relationship."
"CAMPAIGN_RELATED_STATUS_TYPE","Campaign/Marketing","2","1","","0","The domain of classifications tracked to the relationship role for a campaign.  Examples: - Active - Inactive"
"CAMPAIGN_RESPONSE_TYPE","Campaign/Marketing","2","1","","0","This entity categorizes a customer response to a campaign message. Responses include ""buy,"" ""send me more information,"" ""check back in the future,"" ""not interested right now,"" and ""don't want it."""
"CAMPAIGN_SEGMENT","Campaign/Marketing","2","2","","0","This entity provides the linkage between campaigns and market segments and allows a campaign to target multiple segments, and a market segment to be targeted by many campaigns."
"CAMPAIGN_STATUS","Campaign/Marketing","3","2","","0","This entity tracks the status of a campaign over time."
"CAMPAIGN_STATUS_TYPE","Campaign/Marketing","2","1","","0","This entity defines the status of a campaign.  Examples: - Active - Canceled - Under trial test"
"CAMPAIGN_STEP","Campaign/Marketing","4","2","","0","This entity captures information regarding the phases processed during a campaign.  Examples: - Awareness/reputation - Demand generation - Sales enablement"
"CAMPAIGN_STEP_RESPONSE","Campaign/Marketing","5","2","","0","This entity contains the next step given a response to a promotion step for a cell. The response may be no response in which case the next step is a ""timeout"" step. If the next step is null then no further action is taken.  These are planned responses to a step."
"CAMPAIGN_STEP_TYPE","Campaign/Marketing","2","1","","0","This entity captures information regarding the phases that may be proceeded through during a campaign.  Examples: - Awareness/reputation - Demand generation - Sales enablement"
"CAMPAIGN_STRATEGY_TYPE","Campaign/Marketing","2","1","","0","The business objective or strategy of the campaign.  Example: - Increase sales of snowmobiles in America that are east of the Rocky Mountains. - Prevent fraudulent charges"
"CAMPAIGN_TARGET_CONTACT_LIST","Party Management","3","2","","0","This entity captures information regarding an association of a specific contact list and a campaign; multiple contact lists may be used for a given campaign."
"CAMPAIGN_TARGET_MARKET","Campaign/Marketing","4","2","","0","This entity captures information regarding the geography designations included in a specific campaign cell.  Note: This structure would be especially useful for indirect marketing campaigns."
"CAMPAIGN_TRAIT","Campaign/Marketing","0","2","TRAIT","0","These are traits related to a campaign."
"CAMPAIGN_TRAIT_VALUE","Campaign/Marketing","8","4","","0","This is the set of possible values for a campaign trait."
"CAMPAIGN_TRAIT_VALUE_XREF","Campaign/Marketing","5","3","","0","This relates the campaign trait value of a given trait to a given campaign."
"CAMPAIGN_TYPE","Campaign/Marketing","2","1","","0","The types of campaigns that can be conducted by the organization.  Examples: - Mass media - Direct marketing blind - Direct marketing semiblind - Direct marketing known  An example of a blind campaign is when a third-party organization includes a bill insert to their customers. The third-party organ"
"CAPACITY_TYPE","Other","2","2","","0","This minor entity identifies the type of channel capacity such as maximum, minimum, and limit."
"CAPITAL_REQUIREMENTS_SUMMARY","Risk Management","18","4","","0","This entity tracks the Basel II Capital Requirements related to various types of exposures and risks for a bank or subsidiary. It is intended to support Pillar 3 market disclosure requirements of Basel II, particularly Tables 3 and 9."
"CAP_AND_FLOOR_OPTION","Investment Management","0","0","OPTION_PRODUCT","0","Caps and floors are forms of option contracts, conferring potential benefits to the purchaser and potential obligations on the seller. When purchasing a cap or floor, the buyer pays a premium – typically up-front. The premium amount depends on the specified cap or floor rate and time period covered,"
"CARD","Other","14","6","ACCESS_DEVICE","2","This entity identifies all the cards that can be used with accounts held by this financial institution. There is one instance for each physical card issued. The card may be issued by another business such as a supermarket that is linked to an account for purchases only at that business.  For banking"
"CARD_ASSOCIATION_TYPE","Other","2","2","","0","A code that classifies a card by the card association that develops the product for card issuers. Examples are Master Card, VISA, and American Express."
"CARD_NETWORK_CAMPAIGN","Campaign/Marketing","0","0","CAMPAIGN","0","This is a type of campaign that is a concerted effort to expand the third-party network business. This effort includes acquiring more credit card merchants, partnering with card issuers, encouraging merchant promotion of card acceptance at their location, or reciprocating network acceptance."
"CARD_STATEMENT","Financial Transaction","3","3","","0","This entity contains the card level details in the billing statement.  It can include any access device to the account including plastic cards and mobile phones."
"CARD_STATEMENT_LINE_ITEM","Financial Transaction","5","4","AGREEMENT_STATEMENT_LINE_ITEM","0","This is the line item value for each activity of an account card.  Then entity name is kept as ""card"" because it is still a ""credit card"" account."
"CARD_STATEMENT_METRIC","Financial Transaction","9","4","","0","This entity shows metrics for a given account access device (e.g., credit card plastic) for a given account for a given statement.  Example of metrics include purchase amount, cash advance amount, purchase count, and cash advance request count."
"CARD_SUBTYPE","Other","2","1","","0","This is a code that classifies the card into major types such as debit or credit. It is also a category discriminator."
"CART_ACTION_TYPE","Other","2","3","","0","This entity captures information regarding the type of shopping cart event the visitor experienced.  Examples: - Add - Remove - View"
"CASE_AMOUNT","Other","5","3","","0","This entity contains amounts related to the case such as the amount of the fraud, the amount recovered, the amount written off, and adjustments."
"CASE_AMOUNT_TYPE","Other","2","1","","0","The type of amount related to the case such as amount of fraud, amount of any write-offs of principal or interest, amount of any adjustments such as credits or transfers."
"CASE_CATEGORY_TYPE","Other","2","1","","0","A classification of the case such as insurance claim research, credit card transaction fraud, and application fraud. This is used as a category discriminator."
"CASE_DETAIL","Other","8","12","","3","A case is a business process that involves managing the research of an activity that has happened. This can include researching potentially fraudulent activities by clients for insurance claims, or potential fraudulent credit card activity, or a fraudulent application. An activity (e.g., a claim or "
"CASE_DOCUMENT","Other","2","2","","0","This entity contains information about documents that may support or be the result of this case. These can include police reports, field agent reports, photos, and testimonies."
"CASE_EVENT","Event Management","3","3","","0","This entity contains the various events related to the case. This can include the event that triggered the case to be created (e.g., the credit card transaction that is suspect). It can also include the research events related to the case such as phone calls and email messages that support the resea"
"CASE_EVENT_ROLE_TYPE","Event Management","2","1","","0","The role of the event to this case such as 'the fraudulent event,' 'research event,' and 'corrective action event.'"
"CASE_PARTY","Party Management","3","3","","0","There may be many parties to the case such as the case manager, the case researcher(s), the party committing the fraud, the affected party, and attorneys."
"CASE_PARTY_ROLE_TYPE","Party Management","2","1","","0","A code for the role that a party has with a case such as case manager, case researcher, party doing the fraud, party affected by the fraud, and attorney."
"CASE_RESOLUTION_TYPE","Other","2","1","","0","A code for the resolution of the case such as fraud confirmed and handed over to legal authorities, not fraudulent, and in process with no resolution."
"CASE_SCORE","Other","4","2","","0","This entity contains scores related to this case such as the probability that this case is fraudulent. The score can change over time as more information is collected and the model is rerun."
"CASE_STATUS","Other","3","2","","0","This entity tracks the status of this case over time."
"CASE_STATUS_TYPE","Other","2","1","","0","A code for the type of status such as in process or resolved."
"CASE_TEXT","Other","3","1","","0","This entity contains textual notes about the case such as field notes and research notes."
"CASE_TYPE","Other","2","1","","0","This is another classification of this case such as credit card fraud, claim fraud, application fraud, identity theft, and application misrepresentation."
"CASH_ASSET","Asset Management","1","1","FINANCIAL_ASSET","0","This entity contains information about cash, foreign exchange, or a deposit of money that resides at another institution. (If your institution has this asset then it would be an instance of AGREEMENT)."
"CASH_AT_OTHER_BANK","Other","4","0","INVESTMENT_AGREEMENT","0","This entity represents cash holdings by your financial institutions in other institutions such as Treasurys, certificate of deposits, and other cash instruments.  This includes ""nostro"" accounts where your bank may have an account at a foreign bank to hold foreign currency for purposes of foreign ex"
"CASH_DIVIDEND_EVENT","Investment Management","2","1","DIVIDEND_DECLARE_EVENT","0","This entity contains all dividends that are cash dividends."
"CASH_FLOW_AMOUNT_TYPE","Other","2","1","","0","This minor entity describes whether the cash flow amount is principal, interest, or fee."
"CASH_FROM_CENTRAL_BANK","Other","0","0","INVESTMENT_AGREEMENT","0","This entity represents an internal account that contains cash received from a central bank."
"CASH_HANDLING","Other","0","0","CASH_MANAGEMENT","0","Services that provide specialized cash management services such a management of cash flow in and out of accounts, lock box, account reconciliation, currency counting, and night deposit boxes."
"CASH_MANAGEMENT","Other","1","1","FINANCIAL_AGREEMENT","5","Money management services provided to customers by means of deposit accounts, such as checking, savings and time accounts, and specialized cash management services that enable businesses to handle cash, transfer monies, and in general make and receive payments."
"CASH_MANAGEMENT_SUBTYPE","Other","2","1","","0","This entity is used as a category discriminator for cash management agreements."
"CASH_SETTLEMENT","Agreement/Account","0","0","TRADE_SETTLEMENT_INSTRUCTION","0","This subtype identifies that the settlement for this contract is with cash."
"CAUSAL_EVENT","Event Management","3","4","EVENT","2","This entity is a subtype to EVENT and contains those events that usually originate external to the enterprise that can cause another event. Examples of causal events are earthquake, hurricane, political uprising, and stock market crash. A causal event can be an event that will happen or has happened"
"CAUSAL_EVENT_METRIC_TYPE","Event Management","2","1","","0","This describes the metric being measured such as number of casualties, number injured, and number of houses destroyed, or number of acres burned."
"CAUSAL_EVENT_SEVERITY","Event Management","3","3","","0","This entity provides a list of possible severity codes for each causal event type being used.  Example: - Hurricane = class 1 through 5"
"CAUSAL_EVENT_SUBTYPE","Event Management","2","2","","0","This is a subtype discriminator for causal events as either man-made or natural."
"CAUSAL_EVENT_TYPE","Event Management","3","3","","0","This is a code for the type of causal event such as weather, war, stock market crash, or terrorist attack. In this context, a causal event is an external event that has an impact to the operation of the enterprise."
"CCF_BAND_PARAMETER","Other","7","2","","0","This is a grouping of credit conversion (CCF) factors.  This is used in Europe for reporting to the Committee of European Banking Supervision. This groups the CCF's as follows: - Band 1 = 0% - Band 2 = 0% to 20% - Band 3 = 20% to 50% - Band 4 = 50% to 100% - Band 5 = above 100%"
"CCF_EARLY_AMORTIZATION_PARAMETER","Other","8","2","","0","This entity contains the CCF (Credit Conversion Factor) for retail credit line and nonretail credit line product groups for controlled and uncontrolled early amortization features.  The Credit Conversion Factor reflects what portion of the undrawn facility is expected to be drawn in the event that t"
"CELL_TARGET_ACCESS_DEVICE","Other","4","2","","0","This entity captures information regarding the access devices targeted by a specific campaign cell."
"CELL_TARGET_AGREEMENT","Agreement/Account","4","2","","0","The agreements included in a specific campaign cell."
"CELL_TARGET_CHANNEL_INSTANCE","Channel Management","4","2","","0","This entity contains those channel instances that are the target of a marketing campaign cell."
"CELL_TARGET_CONTACT_LIST","Party Management","3","2","","0","An association of a specific contact list and a campaign cell. Multiple contact lists may be used for a given campaign cell."
"CELL_TARGET_MARKET","Investment Management","4","2","","0","This entity includes the geography designations included in a specific campaign cell. This structure would be especially useful for indirect marketing campaigns."
"CENSUS_BLOCK_GROUP__GEO","Other","2","2","GEOGRAPHICAL_AREA","0","A grouping of census blocks that are a subdivision of a census tract. In the U.S., the census block group is the smallest geographic entity for which the census tabulates and publishes sample data.  * Geographically specific – replace with appropriate localized content as needed."
"CENSUS_BLOCK__GEO","Other","3","3","GEOGRAPHICAL_AREA","0","The smallest geographic area for which the U.S. Census Bureau collects census data, which reflects statistical information based on polls, surveys, or market research.  In other parts of the world census is known under different names, for example, voting district, Zahlsprangel, and stemmekreds.  * "
"CENSUS_TRACT__GEO","Other","2","2","GEOGRAPHICAL_AREA","0","This is a grouping of census block groups. In the U.S., census tracts are small, relatively permanent statistical subdivisions of a county delineated by local participants as part of the U.S. Census Bureau's Participant Statistical Areas Program.  * Geographically specific – replace with appropriate"
"CENTRAL_BANK","Other","0","0","GOVERNMENT","0","A central bank, reserve bank, or monetary authority is the entity responsible for the monetary policy of a country or of a group of member states. Its primary responsibility is to maintain the stability of the national currency and money supply, but more active duties include controlling subsidized-"
"CERTIFICATE_CATEGORY","Other","2","1","","0","This identifies the type of certificate of medical necessity.  Examples include: - Ambulance - Chiropractic (spinal manipulation) - Oxygen therapy - DMERC - Home health"
"CERTIFICATION","Other","8","3","","0","Certifications that are earned through completion of training or meeting other criteria required to achieve qualification. Often earned from a professional society or other agency, for example, Certified Public Accountant (CPA).  Note: Certification for the completion of a multipart course, or a ser"
"CERTIFICATION_GEOGRAPHICAL_AREA","Other","6","2","","0","This identifies the geographical areas where this certification is valid for this party."
"CERTIFICATION_OF_MEDICAL_NECESSITY","Other","3","2","","1","This entity represents those certifications of medical necessity."
"CERTIFICATION_OF_MEDICAL_NECESSITY_TYPE","Other","2","1","","0","This identifies the type of certificate of medical necessity.  Examples include: - Ambulance - Chiropractic (spinal manipulation) - Oxygen therapy - DMERC - Home health"
"CERTIFICATION_TYPE","Other","2","1","","0","The types of certification. Examples of certifications include business (for example, internal product-specific), computer technology (A+ certification), and profession-wide such as commercial pilot."
"CHANGED_UNEARNED_PREMIUM_RESERVE_ACCOUNT","Agreement/Account","0","0","CURRENT_LIABILITY_ACCOUNT","0","This entity contains the unearned premium at the end of a period minus unearned premium at the beginning of the period."
"CHANNEL_CAPACITY","Channel Management","6","3","","0","This associative entity identifies the volume of transaction per unit of time and, by channel characteristics set by bank business rules."
