Question_ID,Category,Section,Question_Text,Emerging,Developing,Practicing,Innovating,Leading,Roles,Industries,Business_Functions,Is_Financial,Is_TBA,Review_Types
255,Systems,Teradata,Do you have an automated deployment process to apply the new DDL and preserve data so that DDL versions can be tracked and audited?,Process is not tracked,Change log is maintained manually,Change log is maintained by the automated tool that applies the changes,Change log is reviewable and auditable,Change log is used for debugging and repair,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
256,Systems,Teradata,"What layers do you have for Landing Zones, Access Layers, 1to1 views, Security Views, etc?",Landing Zones and Access Layers are implemented,Landing Zones and Access Layers have 1to1 views,Security and Semantic layers are implemented,Some users can go around security views,All user access is through security views,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
257,Systems,Teradata,"Are there any data restrictions?  Data with sensitive, confidential, or personally identifiable content might have additional security requirements.",All data is accessible regardless of security concerns,Only some databases are accessible to various users.,Security is implemented by views which hide columns,Security is row and column level,Security is role-based,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
258,Systems,Teradata,Do you have automated scripts to generate views?  Are they table driven?,1to1 (access) views are not being used,Macro is being used to generate 1to1 views,Stored procedures generate 1to1 views,Stored procedures generate security and semantic views,Stored procedures are table driven,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
259,Systems,Teradata,What other processes have you developed or implemented to manage DDL or other Teradata processes,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
260,Systems,Teradata,"Do you have automated performance monitoring tools to watch for runaway queries, etc?",Canary Queries are set up,"TASM Workloads are set up, and there is a penalty box",Workloads are set up to demote or cancel runaway queries,PDCR is used to diagnose runaway queries,Performance recommendations are made to address runaways,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
261,Systems,Teradata,What is the process for loading data into the environments?,Full copy of production data,Non-normalized (not relatable) subset with obfuscated security fields,Relatable subset of data,Test case specific subset of data,Data handles all test cases and is fully relatable,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
262,Systems,Teradata,"Do you use continuous integration software for managing automated builds?  If so, what is it?",,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
263,Systems,Teradata,Do developers have access to PROD?,Yes.  Developers can see production data and can create sandbox tables/data to diagnose,Developers can see production data to diagnose,Production Support makes copy of data for developers to diagnose,Production Support can diagnose and make recommendations,Production Support initiates Demand Request for break-fix,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
264,Systems,Teradata,"Regarding the version control system, do you uniquely identify code release by project and environment  For example, for project Widget, you have a Widget-Dev, Widget-SIT,…,etc, for each environment?",,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
265,Systems,Teradata,Do you have any automated testing software or scripts?,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
266,Systems,Teradata,"What issues do you see most often?  For example, configuration changes, break-fix incidents, code deployments, or maintenance.",,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
267,Systems,Teradata,What processes are used to track these efforts?  Are there any formal process for managing requests?,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
268,Systems,Teradata,Are there any Ad-Hoc executions in Production?,Frequently,Often,Sometimes,Rarely,Never,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
269,Systems,Teradata,"Regarding development, what is the process used for code management?",,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
270,Systems,Teradata,"What is the current process for moving from a development to UAT, from your POV?",,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
271,Systems,Teradata,How are code defects identified and managed?,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
272,Systems,Teradata,Are Data Types consistent with Class Words?,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
273,Systems,Teradata,Are all columns with the same name the same data type?,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
274,Systems,Teradata,Are NULLable columns used appropriately?,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
275,Systems,Teradata,Do TIMESTAMPS really need to have TIME or should they just be DATE?,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
276,Systems,Teradata,Are all DATE columns ANSI FORMAT?,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
277,Systems,Teradata,Is PRIMARY INDEX or NO PRIMARY INDEX specified or defaulted,Defaulted,Primary Key,Intelligent Primary Index - distribution and access,Intelligent Primary Index - distribution and access,Intelligent Primary Index - distribution and access,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
278,Systems,Teradata,Is data skewing monitored?,No,When errors happen,On a regular basis,Frequently,Frequently,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
279,Systems,Teradata,QA checks and edit checks should be run by developers. Shift-left.,Toss over the wall to DBAs,,,,"Developers thoroughly develop, test, and check all code",Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
280,Systems,Teradata,Hadoop Development,State Descriptors,,,,,,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
281,Systems,Hadoop,"Do you have discreet clusters and/or VM for DEV, SIT, UAT, PROD?  What is the process for promotion?",All environments share a system image,Production is a separate system,UAT is separate from DEV and SIT,All environments are separate,All database names are the same in all environments so that promotion is seamless,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
282,Systems,Hadoop,Are the clusters multitenancy?,All environments have multiple databases,Some environments have multiple swim lanes,Only DEV has multiple swim lanes,There are multiple DEV environments,"There are multiple DEV environments, some in the cloud or on local PCs with porcesses to migrate to ""standard"" environments",Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
283,Systems,Hadoop,Is there a formal Change Control Process for code promotion from UAT to PROD?,There is often resource contention in all environments,There is some resource contention in all environments except production,Resource contention occurs in DEV and TEST environments,Resource contention occurs only in DEV,All environments have adequate resources,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
284,Systems,Hadoop,"Regarding Change Control Process, do you document procedure for implementing the change request?  Does it also include instruction for backing out a change should it fail?",Change control process is manual and informal,Change control is formal and documented but still manual,Backout procedures are provided,Migration to upper environments is automated,All migration is managed through tools,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
285,Systems,Hadoop,What is the process for loading data into the environments?,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
286,Systems,Hadoop,"Are there any data restrictions?  Data with sensitive, confidential, or personally identifiable content might have additional security requirements.",All data is accessible regardless of security concerns,Only some databases are accessible to various users.,Security is implemented by views which hide columns,Security is row and column level,Security is role-based,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,False,Data Warehouse Maturity Review; Ecosystem Architecture Review
287,Systems,Hadoop,"Do you use continuous integration software for managing automated builds?  If so, what is it?",,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
288,Systems,Hadoop,Do developers have access to PROD?,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
289,Systems,Hadoop,"Regarding the version control system, do you uniquely identify code release by project and environment  For example, for project Widget, you have a Widget-Dev, Widget-SIT,…,etc, for each environment?",,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
290,Systems,Hadoop,Do you have any automated testing software or scripts?,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
291,Systems,Hadoop,"What issues do you see most often?  For example, configuration changes, break-fix incidents, code deployments, or maintenance.",,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
292,Systems,Hadoop,What processes are used to track these efforts?  Are there any formal process for managing requests?,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
293,Systems,Hadoop,"Are there any resource contention in the lower lanes (DEV, SIT, or UAT)?",,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
294,Systems,Hadoop,Are there any Ad-Hoc executions in Production?,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
295,Systems,Hadoop,"Regarding development, what is the process used for code management?",,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
296,Systems,Hadoop,"What is the current process for moving from a development to UAT, from your POV?",,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
297,Systems,Hadoop,How are code defects identified and managed?,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
298,Systems,Hadoop,Agility Section - Summary Questions,,,,,,,,,False,True,Data Warehouse Maturity Review; Ecosystem Architecture Review
299,Agility,Summary,Does your organisation view agility (ability to rapidly adapt to changing circumstances) as a strategic advantage or desirable corporate capability?,,,,,,Business Sponsor; Business Analyst; Architect; IT Management; Program & Project Management; C-Level,,,False,True,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
300,Agility,Summary,"Do you using development automation (eg. Automated testing, automated integration, automated deployment etc.) to improve time to market for analytics?",,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Management; Program & Project Management,,,False,True,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
301,Agility,Summary,Do the analytics staff (in both business and IT departments) have the skills and training to be able to be effective in their roles?,,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Architect; IT Management; Program & Project Management; Power User,,,False,True,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
302,Agility,Summary,"Does your organsation have a specific focus on analytics user engagement (e.g. training programs, communications programs, or stakeholder engagement programs) to build a productive analytics community?",,,,,,Business Sponsor; IT Management; C-Level,,,False,True,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
303,Agility,Summary,Agility Section - Strategy,,,,,,,,,False,True,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
304,Agility,Strategy,Does your organisation have or plan to have reaction time to change as a measurable KPI for senior executives?,,,,,,Business Sponsor; Business Analyst; Architect; IT Management; Program & Project Management; C-Level,,,False,True,Data Warehouse Maturity Review
305,Agility,Strategy,Does your organisation's processes and procedures emphasise speed of reaction as a valuable competitive dimension?,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Management; Program & Project Management,,,False,True,Data Warehouse Maturity Review
306,Agility,Strategy,"Is there a corporate push (e.g. training, compensation category, corporate function or similar) to improve the speed of response to changing market situations?",,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Architect; IT Management; Program & Project Management; Power User,,,False,True,Data Warehouse Maturity Review
307,Agility,Strategy,Agility Section - Roadmap,,,,,,,,,False,True,Data Warehouse Maturity Review
308,Agility,Roadmap,Is there a published roadmap of organisational change to improve the organisation's agility?,,,,,,Business Sponsor; IT Management; Program & Project Management; C-Level,,,False,True,Data Warehouse Maturity Review
309,Agility,Roadmap,Is progress against the roadmap published on a regular basis to all employees?,,,,,,Business Sponsor; IT Management; Program & Project Management; C-Level,,,False,True,Data Warehouse Maturity Review
310,Agility,Roadmap,Is there a person or committee visibly accountable for improving agility?,,,,,,Business Sponsor; IT Management; Program & Project Management; C-Level,,,False,True,Data Warehouse Maturity Review
311,Agility,Roadmap,Agility Section - Methodology,,,,,,,,,False,True,Data Warehouse Maturity Review
312,Agility,Methodology,"What methodology (or methodologies) do your projects follow when they plan and execute?  If there are multiple methodologies, how does the project determine which to use?",Projects select how they approach and execute each project. Project delivery does not always achieve the desired business analytic outcdome. Projects are often over-budget.,A standard methodology is followed but it is sometimes inappropriate for the desired business analytic outcome.,Tailored methodologies support the achievement of major business analytic outcomes.,Agile and adaptable,Agile and evolving,Program & Project Management,,,False,False,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
313,Agility,Methodology,Describe your project testing process. How is the business involved in testing the change or new capability prior to it being released into the operations?,Testing is primarily an I.T. function.,Business has some involvement in the setting of test cases.,Business participates in testing new capabilities in production-like circumstances.,Testing is largely automated and is conducted in a repeatable and verifiable manner.,Testing is fully automated and new test scenarios can be added at any time.,Program & Project Management,,,False,False,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
314,Agility,Methodology,Does your methodology allow you to react quickly to changing business circumstances or the availability of new data assets?,No formal methodology in place so time to value varies widely.,The methodology sometimes constrains the ability to react quickly.,The methodology supports changing business circumstances and the availability of new data assets.,An effective approach and methodology is used to consistently execute projects to address changing business circumstances.,Agile and iterative methodologies are leveraged to address changing business circumstances in a timely and proactive manner.,Program & Project Management,,,False,False,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
315,Agility,Methodology,"How do project teams determine what deliverables to produce (e.g., requirements documents, design documents)? Do they rely on deliverables from their own personal experience (or a nearby colleague), or are there standards within the organization?",Projects select the deliverables to be produced based on past experience.,Standards are emerging for project deliverables.,,,,Program & Project Management,,,False,False,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
316,Agility,Methodology,"Is the look and feel of deliverables consistent across projects? Can business users and other constituents quickly recognize, navigate, and understand deliverables? Are deliverables appropriate for audiences?",,,,,,Program & Project Management,,,False,True,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
317,Agility,Methodology,Who is responsible for developing and continuously improving the methodology? How does this person or group connect to projects to provide advice and get improvement ideas?,,,,,,Program & Project Management,,,False,True,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
318,Agility,Methodology,How does the business identify Agile and time-to-market issues and improvement opportunities?  How are they prioritized and managed?,,,,,,Business Sponsor; Program & Project Management,,,False,True,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
319,Agility,Methodology,"What is your organizational philosophy on failing more often, but more quickly vs. reducing failure rates by following formal development processes through to their conclusion?",,,,,,Business Sponsor; Program & Project Management,,,False,True,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
320,Agility,Methodology,"Does your organisation have a methodolgy targetted at enabling agile, evolving analytics?",Waterfall Methodology,,,,Analytics Factory,Business Sponsor; Program & Project Management,,,False,False,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
321,Agility,Agile,Does your organisation view agility (ability to rapidly adapt to changing circumstances) as a strategic advantage or desirable corporate capability?,,,,,,Business Sponsor; IT Management; Program & Project Management; C-Level,,,False,True,
322,Agility,Methodology,Is there close collaboration between I.T. and the business to deliver technology enabled solutions for analytics? Does your organisation follow an Agile process to enable this?,Business and I.T. are largely independent.,Business and I.T. collaborate on major business analytic capabilities.,,The organisation follows an agile/iterative approach utilising DevOps.This improves the speed and quality of deliveries of business analytic capabilities.,"DevOps has largely automated the SDLC empowering teams to build, validate, deliver and support their own business analytic applications.",Architect; Data Engineer; IT Management; IT Operations; Program & Project Management,,,False,False,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
323,Agility,Methodology,Agility Section - Agile Practices,,,,,,,,,False,True,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
324,Agility,Agile,What is the current estimation method?  (relative or absolute),,,,,,Program & Project Management,,,False,True,
325,Agility,Agile,"How are Agile teams formed?  Is it self-selecting or manager-assigned?  Does the same team pass from one project to the next, or are teams formed and disbanded per project?",,,,,,Business Analyst; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
326,Agility,Agile,How much time is spent (on average) on estimation?,,,,,,Program & Project Management,,,False,True,
327,Agility,Agile,"Do you have a storyboard that visually depicts the work flowing through your project (e.g. storywall, JIRA, Kanban board etc.)",,,,,,Business Analyst; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
328,Agility,Agile,Are the 12 Agile Principles followed within the project?  Within the department?  Within the organization?,,,,,,Business Sponsor; Business Analyst; Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Management; Program & Project Management,,,False,True,
329,Agility,Agile,Are incoming requirements added to a backlog for estimation and inclusion in the next iteration?,,,,,,Program & Project Management,,,False,True,
330,Agility,Agile,How do you categorize incoming work?,,,,,,Program & Project Management,,,False,True,
331,Agility,Agile,What are the SLAs for different types of work?,,,,,,Program & Project Management,,,False,True,
332,Agility,Agile,Do you have classes of service assigned to work?,,,,,,Program & Project Management,,,False,True,
333,Agility,Agile,"What are the metrics currently used to deliver work? (cycle time, flow efficiency)",,,,,,Program & Project Management,,,False,True,
334,Agility,Agile,How does business percieve speed of delivery?,,,,,,Business Sponsor; Program & Project Management,,,False,True,
335,Agility,Agile,"What does ""START"" and what does ""END"" mean?  Where does the work start, which team is that, who do they pass it on to next, what is the last team to get the work?",,,,,,Business Analyst; Program & Project Management,,,False,True,
336,Agility,Agile,Do you currently have Testing Sprints?,,,,,,Program & Project Management,,,False,True,
337,Agility,Agile,Is it hard to work with Offshore teams while practicing Agile?,,,,,,Program & Project Management,,,False,True,
338,Agility,Agile,Which team is the bottleneck?  How do you know that?,,,,,,Business Sponsor; Program & Project Management,,,False,True,
339,Agility,Agile,"Are you using the following Agile disciplines?  Demand Services, Solution Prototyping, Delivery Services",,,,,,Program & Project Management,,,False,True,
340,Agility,Agile,"Do you have an automated tool to manage Pool of Options, Replenishment Backlog, Committed Prototype",,,,,,Business Sponsor; Program & Project Management,,,False,True,
341,Agility,Agile,"How are Options from the Pool selected for Replenishment and Committed?  Is there a discipline for this?  How are the pool of options winnowed down to an agile sprint?  Is more than one sprint addressed at a time (in parallel), or are they single threaded?  Multiple teams?  See above question about domains for a set of demand “services”.",,,,,,Business Sponsor; Program & Project Management,,,False,True,
342,Agility,Agile,Product Owner is identified for each product,,,,,,Business Sponsor; Program & Project Management,,,False,True,
343,Agility,Agile,"The Product Owner has completed required agile training, including Product Owner training",,,,,,Business Sponsor; Program & Project Management,,,False,True,
344,Agility,Agile,The Product Owner is actively involved throughout the development process (Scrum or Kanban Build phase),,,,,,Business Sponsor; Program & Project Management,,,False,True,
345,Agility,Agile,The Product Owner is empowered to prioritize and take decisions on what needs to be done,,,,,,Business Sponsor; Program & Project Management,,,False,True,
346,Agility,Agile,A Workflow Master is identified and trained for each team/Kanban board,,,,,,Business Sponsor; Program & Project Management,,,False,True,
347,Agility,Agile,Agile Project Managers are identified and trained and clear on their roles (differences between agile project management and traditional project management),,,,,,Program & Project Management,,,False,True,
348,Agility,Agile,An Agile Coach is available to provide ongoing mentoring and support,,,,,,Program & Project Management,,,False,True,
349,Agility,Agile,Scrum Master is identified for each Scrum team,,,,,,Program & Project Management,,,False,True,
350,Agility,Agile,The development team has all the skills needed to do the work and deliver a product increment or prototype,,,,,,Program & Project Management,,,False,True,
351,Agility,Agile,The team knows who the product owner is,,,,,,Data Analyst/Modeller/Scientist; Architect; Program & Project Management,,,False,True,
352,Agility,Agile,The business is aligned with the development team,,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Program & Project Management,,,False,True,
353,Agility,Agile,"Teams sit together and have ready access to the business (ideally, co-located with the business)",,,,,,Business Sponsor; Program & Project Management,,,False,True,
354,Agility,Agile,"An Agile Implementation Framework is defined, visible, and understood by all stakeholders",,,,,,Program & Project Management,,,False,True,
355,Agility,Agile,Work is coordinated across teams to limit the impact of internal and external risks to the team,,,,,,Program & Project Management,,,False,True,
356,Agility,Agile,"Impediments that hold up progress are raised, recorded, and resolved in a timely manner by the development team, Scrum Master/Workflow Master, and PM according to their roles",,,,,,Business Sponsor; Business Analyst; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
357,Agility,Agile,"The developers hold a Daily Standup at the same time every day, even if the Scrum Master or Workflow Master aren't present",,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Program & Project Management,,,False,True,
358,Agility,Agile,There are periodic Retrospective meetings (at the end of each sprint for Scrum teams),,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Program & Project Management,,,False,True,
359,Agility,Agile,"The team reflects on their way of working in the retrospective using observed behavior, data, facts, feelings, etc.",,,,,,Business Analyst; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
360,Agility,Agile,Actions (top few high priority actions) from the retrospective are addressed in the next Sprint (for Scrum Teams) or as soon as possible in the Kanban workflow,,,,,,Data Analyst/Modeller/Scientist; Program & Project Management,,,False,True,
361,Agility,Agile,"All team members (entire Scrum Team for Scrum and entire development team, including the Workflow Master for Kanban) are included in the Retrospective meeting",,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
362,Agility,Agile,The team and stakeholders frequently explore how to improve the way of working and take action to do it,,,,,,Business Sponsor; Business Analyst; Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Management; Program & Project Management,,,False,True,
363,Agility,Agile,The team has a Definition of Done that defines what must be completed for a work item to be considered done (Done for a sprint or Done to move to the next queue on a Kanban board).,,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Program & Project Management,,,False,True,
364,Agility,Agile,"Team members trust each other, are open and honest, and share information that affects the team",,,,,,Business Analyst; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
365,Agility,Agile,"Team members share their knowledge, help each other, and are open to learn from each other to benefit the team",,,,,,Business Analyst; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
366,Agility,Agile,"The team and stakeholders stick to the agreed way of working, even under pressure",,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
367,Agility,Agile,"Feedback, both positive and on things to improve, is given often and directly",,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
368,Agility,Agile,Problems are raised  as soon as possible and addressed to ensure that the team can move forward,,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
369,Agility,Agile,"Pattern-Driven Development is used where standards, conventions, and patterns are defined and followed to increase quality. Gaps are identified and being addressed (defining missing standards, conventions, patterns, etc.)",,,,,,Architect; Data Engineer; Program & Project Management,,,False,True,
370,Agility,Agile,"Test cases are written upfront, before development begins (test-driven development)",,,,,,Business Analyst; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
371,Agility,Agile,Testing is integratedthroughout the lifecfycle and starts when code is available.,,,,,,Business Analyst; Data Analyst/Modeller/Scientist; Architect; Program & Project Management,,,False,True,
372,Agility,Agile,"Work-in-progress is limited (in Scrum, this is enforced through the Sprint Backlog, in Kanban, it is enforced through WIP limits)",,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
373,Agility,Agile,Architecture is aligned and actively involved in release planning and working with development teams,,,,,,Architect; Data Engineer; Program & Project Management,,,False,True,
374,Agility,Agile,"Developers have enough time to experiment, learn, and implement improvements",,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
375,Agility,Agile,"Teams enjoy the work that they do, have fun, and celebrate successes",,,,,,Business Analyst; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
376,Agility,Agile,Coaching and mentoring is available for adopting agile in a suitable way,,,,,,Program & Project Management,,,False,True,
377,Agility,Agile,"Requirements are defined, clarified and written down in an agreed format (for example, user stories, use cases, business questions). More than one format may be acceptable.",,,,,,Business Sponsor; Business Analyst; Program & Project Management,,,False,True,
378,Agility,Agile,Requirements identified for the next Scrum Sprint or for the Kanban Ready queue are decomposed and enough detail to begin development (requirements can be clarified and defined further during development),,,,,,Business Analyst; Data Analyst/Modeller/Scientist; Program & Project Management,,,False,True,
379,Agility,Agile,There is a prioritized product backlog,,,,,,Business Analyst; Program & Project Management,,,False,True,
380,Agility,Agile,The product backlog has estimates created by the development team (for high priority items ready to be worked on),,,,,,Business Analyst; Data Engineer; Program & Project Management,,,False,True,
381,Agility,Agile,"Items on the product backlog are expressed in business terms that are of some value to the user, customer, or business and not as technical tasks",,,,,,Business Sponsor; Business Analyst; Data Analyst/Modeller/Scientist; Program & Project Management,,,False,True,
382,Agility,Agile,Acceptance criteria is defined for all product backlog items selected for the sprint (Scrum) or Ready queue (Kanban),,,,,,Business Analyst; Data Analyst/Modeller/Scientist; Architect; Program & Project Management,,,False,True,
383,Agility,Agile,The team is working from a single prioritized backlog,,,,,,Data Engineer; Program & Project Management,,,False,True,
384,Agility,Agile,There are enough product backlog items groomed that the team can pull in work (into a sprint or onto the Kanban board) if there is unused capacity,,,,,,Business Analyst; Architect; Data Engineer; Program & Project Management,,,False,True,
